id,question_code,question,closed_answer,enps_month
2012,ABC10,I enjoy the colleagues I work with,1,8
2013,ABC10,I enjoy the colleagues I work with,1,8
2014,ABC10,I enjoy the colleagues I work with,0,3
2015,ABC10,I enjoy the colleagues I work with,0,7
2016,ABC10,I enjoy the colleagues I work with,0,8
2017,ABC10,I enjoy the colleagues I work with,1,7
2018,ABC10,I enjoy the colleagues I work with,0,8
2019,ABC10,I enjoy the colleagues I work with,0,3
2020,ABC10,I enjoy the colleagues I work with,1,4
2021,ABC10,I enjoy the colleagues I work with,0,3
2022,ABC10,I enjoy the colleagues I work with,0,7
2023,ABC10,I enjoy the colleagues I work with,0,2
2024,ABC10,I enjoy the colleagues I work with,1,10
2025,ABC10,I enjoy the colleagues I work with,0,8
2026,ABC10,I enjoy the colleagues I work with,0,1
2027,ABC10,I enjoy the colleagues I work with,0,1
2028,ABC10,I enjoy the colleagues I work with,0,5
2029,ABC10,I enjoy the colleagues I work with,0,10
2030,ABC10,I enjoy the colleagues I work with,1,3
2031,ABC10,I enjoy the colleagues I work with,1,0
2032,ABC10,I enjoy the colleagues I work with,0,7
2033,ABC10,I enjoy the colleagues I work with,0,10
2034,ABC10,I enjoy the colleagues I work with,1,3
2035,ABC10,I enjoy the colleagues I work with,1,6
2036,ABC7,I have good career opportunities at this organization,1,10
2037,ABC7,I have good career opportunities at this organization,1,2
2038,ABC7,I have good career opportunities at this organization,1,2
2039,ABC7,I have good career opportunities at this organization,1,1
2040,ABC7,I have good career opportunities at this organization,0,5
2041,ABC7,I have good career opportunities at this organization,1,10
2042,ABC7,I have good career opportunities at this organization,1,3
2043,ABC7,I have good career opportunities at this organization,1,9
2044,ABC7,I have good career opportunities at this organization,1,7
2045,ABC7,I have good career opportunities at this organization,0,8
2046,ABC7,I have good career opportunities at this organization,1,7
2047,ABC7,I have good career opportunities at this organization,1,1
2048,ABC7,I have good career opportunities at this organization,1,6
2049,ABC7,I have good career opportunities at this organization,1,6
2050,ABC7,I have good career opportunities at this organization,1,3
2051,ABC7,I have good career opportunities at this organization,0,9
2052,ABC7,I have good career opportunities at this organization,1,1
2053,ABC7,I have good career opportunities at this organization,0,4
2054,ABC7,I have good career opportunities at this organization,1,3
2055,ABC7,I have good career opportunities at this organization,0,10
2056,ABC7,I have good career opportunities at this organization,1,8
2057,ABC7,I have good career opportunities at this organization,0,2
2058,ABC7,I have good career opportunities at this organization,1,5
2059,ABC7,I have good career opportunities at this organization,0,9
2060,ABC7,I have good career opportunities at this organization,1,6
2061,ABC7,I have good career opportunities at this organization,1,9
2062,ABC7,I have good career opportunities at this organization,0,9
2063,ABC7,I have good career opportunities at this organization,1,6
2064,ABC7,I have good career opportunities at this organization,0,9
2065,ABC7,I have good career opportunities at this organization,0,0
2066,ABC7,I have good career opportunities at this organization,1,7
2067,ABC7,I have good career opportunities at this organization,1,9
2068,ABC7,I have good career opportunities at this organization,0,2
2069,ABC7,I have good career opportunities at this organization,0,8
2070,ABC7,I have good career opportunities at this organization,1,4
2071,ABC7,I have good career opportunities at this organization,0,1
2072,ABC7,I have good career opportunities at this organization,1,2
2073,ABC7,I have good career opportunities at this organization,1,6
2074,ABC7,I have good career opportunities at this organization,1,3
2075,ABC7,I have good career opportunities at this organization,1,0
2076,ABC7,I have good career opportunities at this organization,0,7
2077,ABC7,I have good career opportunities at this organization,0,9
2078,ABC7,I have good career opportunities at this organization,0,7
2079,ABC7,I have good career opportunities at this organization,0,0
2080,ABC7,I have good career opportunities at this organization,1,9
2081,ABC7,I have good career opportunities at this organization,1,10
2082,ABC7,I have good career opportunities at this organization,1,5
2083,ABC7,I have good career opportunities at this organization,1,3
2084,ABC7,I have good career opportunities at this organization,1,2
2085,ABC7,I have good career opportunities at this organization,1,5
2086,ABC7,I have good career opportunities at this organization,0,9
2087,ABC7,I have good career opportunities at this organization,0,6
2088,ABC7,I have good career opportunities at this organization,0,5
2089,ABC7,I have good career opportunities at this organization,0,1
2090,ABC7,I have good career opportunities at this organization,1,8
2091,ABC7,I have good career opportunities at this organization,0,2
2092,ABC7,I have good career opportunities at this organization,0,2
2093,ABC7,I have good career opportunities at this organization,0,7
2094,ABC7,I have good career opportunities at this organization,1,5
2095,ABC7,I have good career opportunities at this organization,0,3
2096,ABC7,I have good career opportunities at this organization,0,1
2097,ABC7,I have good career opportunities at this organization,0,8
2098,ABC7,I have good career opportunities at this organization,0,9
2099,ABC7,I have good career opportunities at this organization,0,6
2100,ABC7,I have good career opportunities at this organization,0,4
2101,ABC7,I have good career opportunities at this organization,1,0
2102,ABC7,I have good career opportunities at this organization,0,9
2103,ABC7,I have good career opportunities at this organization,0,0
2104,ABC7,I have good career opportunities at this organization,0,2
2105,ABC7,I have good career opportunities at this organization,0,7
2106,ABC7,I have good career opportunities at this organization,0,3
2107,ABC7,I have good career opportunities at this organization,0,8
2108,ABC2,I am able to successfully balance my work and personal life,0,2
2109,ABC2,I am able to successfully balance my work and personal life,1,4
2110,ABC2,I am able to successfully balance my work and personal life,0,1
2111,ABC2,I am able to successfully balance my work and personal life,1,10
2112,ABC2,I am able to successfully balance my work and personal life,1,7
2113,ABC2,I am able to successfully balance my work and personal life,0,4
2114,ABC2,I am able to successfully balance my work and personal life,1,0
2115,ABC2,I am able to successfully balance my work and personal life,1,7
2116,ABC2,I am able to successfully balance my work and personal life,1,10
2117,ABC2,I am able to successfully balance my work and personal life,0,5
2118,ABC2,I am able to successfully balance my work and personal life,0,0
2119,ABC2,I am able to successfully balance my work and personal life,1,3
2120,ABC2,I am able to successfully balance my work and personal life,0,6
2121,ABC2,I am able to successfully balance my work and personal life,1,2
2122,ABC2,I am able to successfully balance my work and personal life,0,8
2123,ABC2,I am able to successfully balance my work and personal life,0,6
2124,ABC2,I am able to successfully balance my work and personal life,0,4
2125,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,7
2126,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,8
2127,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,7
2128,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,6
2129,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,0
2130,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,10
2131,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,0
2132,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,8
2133,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,4
2134,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,2
2135,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,9
2136,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,6
2137,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,4
2138,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,4
2139,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,7
2140,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,5
2141,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,1
2142,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,4
2143,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,0
2144,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,10
2145,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,1
2146,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,6
2147,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,9
2148,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,1
2149,ABC3,"Overall, I am satisfied with how decisions are made at this organization",0,8
2150,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,4
2151,ABC3,"Overall, I am satisfied with how decisions are made at this organization",1,9
